brewery_id,address,city,state,zip,country,"SUBSTR(coordinates, 1, INSTR(coordinates,',')-1)","SUBSTR(coordinates, INSTR(coordinates,' ')+1)"
810,"195 Taylor Way","Blue Lake",California,,"United States",40.879,-123.993
812,"5 Bartlett Bay Road","South Burlington",Vermont,,"United States",44.4284,-73.2131
813,"1398 Haight Street","San Francisco",California,,"United States",37.7702,-122.445
819,"Moosstrae 46",Bamberg,Bayern,,Germany,49.8928,10.9131
823,"4120 Main Street",Philadelphia,Pennsylvania,,"United States",40.0236,-75.2202
825,"111 Marble Ave NW",Albuquerque,"New Mexico",,"United States",35.0928,-106.647
826,,Jacksonville,Florida,,"United States",30.3617,-81.6966
827,"1809 Larkspur Landing Circle","Larkspur Landing",California,,"United States",37.9479,-122.511
829,"1514 NW Leary Way",Seattle,Washington,,"United States",47.6637,-122.377
832,"Klnische Strae 94-104",Kassel,Hessen,,Germany,51.3175,9.4793
833,"165 Patchway Road",Duncansville,Pennsylvania,,"United States",40.4234,-78.4339
836,"4405 Honoapiilani Highway #217","Lahaina, Maui",Hawaii,,"United States",20.9721,-156.677
841,"451 Wilmington-West Chester Pike","Glen Mills",Pennsylvania,,"United States",39.8658,-75.5442
842,"13300 Bothell-Everett Highway #304","Mill Creek",Washington,,"United States",47.8774,-122.211
844,"2 Penhall Road",Greenwich,London,,"United Kingdom",51.4899,0.038
847,"13351 Highway 101",Hopland,California,,"United States",38.9734,-123.116
848,,"Saratoga Springs","New York",,"United States",43.0831,-73.7846
850,"23 Hayward St.",Ipswich,Massachusetts,,"United States",42.6728,-70.844
851,"5121 N Ravenswood Ave,",Chicago,Illinois,,"United States",41.975,-87.674
853,"1093 Highview Drive",Webberville,Michigan,,"United States",42.6616,-84.1946
857,"120 Wilkinson Street",Syracuse,"New York",,"United States",43.0508,-76.1617
858,"8111 Dimond Hook Drive",Anchorage,Alaska,,"United States",61.1473,-149.844
859,"Slien 2, 2. tv",KÃ¸benhavn,,,Denmark,,
863,"3939 W. Highland Blvd",Milwaukee,Wisconsin,,"United States",43.0445,-87.9626
866,"500 Commercial Street",Manchester,"New Hampshire",,"United States",42.9945,-71.4674
867,"233 North Water Street",Milwaukee,Wisconsin,,"United States",43.0334,-87.9093
868,"1208 14th Avenue",Monroe,Wisconsin,,"United States",42.6001,-89.6422
869,"1430 Washington Avenue South",Minneapolis,Minnesota,,"United States",44.9732,-93.2479
873,"7160 Oliver Street",Mission,"British Columbia",,Canada,49.1323,-122.343
876,"4366 Huntington Dr",Flagstaff,Arizona,,"United States",35.2156,-111.59
878,"175 Bloor Street East",Toronto,Ontario,,Canada,43.6706,-79.3824
881,"Cnr Turumaha and Herbert St",Greymouth,,,"New Zealand",-42.4505,171.207
882,"21 W. Bay St.",Savannah,Georgia,,"United States",32.081,-81.0915
884,"4 Moorhouse Street",Burnley,Lancashire,,"United Kingdom",53.7864,-2.2694
885,"3300 Old Seward Highway",Anchorage,Alaska,,"United States",61.1902,-149.869
886,"89 Main Street West","Saint John","New Brunswick",,Canada,45.2567,-66.096
888,"110 Wisconsin Dells Parkway South","Wisconsin Dells",Wisconsin,,"United States",43.5907,-89.7939
890,,Abingdon,Oxford,,"United Kingdom",51.6701,-1.285
892,"15 Rowland Way",Novato,California,,"United States",38.0941,-122.557
894,"210 Swanson Avenue","Lake Havasu City",Arizona,,"United States",34.4686,-114.341
897,"No. 45, No. 3 Trunk Road",Yangon,,,Myanmar,16.7779,96.1679
902,"512 Latimer Street",Nelson,"British Columbia",,Canada,49.4884,-117.29
903,"The Street",Pentlow,Essex,,"United Kingdom",52.081,0.6559
905,"500 Linden Street","Fort Collins",Colorado,,"United States",40.5929,-105.07
907,"2400 State Highway 69","New Glarus",Wisconsin,,"United States",42.8171,-89.6306
908,"66 East Eighth Street",Holland,Michigan,,"United States",42.79,-86.1041
909,"2015 Afond Court",Atlanta,Georgia,,"United States",33.9089,-84.3056
911,,,,,"New Zealand",,
913,,Florence,Wisconsin,,"United States",45.9222,-88.2518
914,,,,,Japan,,
916,"1516 Sansom Street",Philadelphia,Pennsylvania,,"United States",39.9502,-75.1666
919,"455 North Main Street","Fort Bragg",California,,"United States",39.4466,-123.806
923,"Gamle Rygene Kraftstasjon",Grimstad,Lunde,,Norway,,
929,"2050 Yavapai Dr",Sedona,Arizona,,"United States",34.8661,-111.796
930,"50 North Airport Parkway",Greenwood,Indiana,,"United States",39.615,-86.0901
935,"800 East Lincoln Avenue","Fort Collins",Colorado,,"United States",40.5894,-105.063
936,"425 South Melrose Drive",Vista,California,,"United States",33.2029,-117.255
940,"1284 McD Drive",Dover,Delaware,,"United States",39.154,-75.4884
945,,"San Diego",California,,"United States",32.7153,-117.157
947,,Milwaukee,Wisconsin,,"United States",43.0389,-87.9065
951,,,,,"Korea, Republic of",,
953,Quoyloo,Orkney,Scotland,,"United Kingdom",59.0697,-3.3135
954,"1301 Atlanta Avenue",Orlando,Florida,,"United States",28.5265,-81.3827
955,"5 Bartlett Bay Road","South Burlington",Vermont,,"United States",44.4284,-73.2131
956,"303 Main Street",Lyons,Colorado,,"United States",40.2246,-105.268
959,"793 Exchange Street",Middlebury,Vermont,,"United States",44.0197,-73.1693
960,"2105 N. Atherton St.","State College",Pennsylvania,,"United States",40.8098,-77.9101
961,"Sinebrychoffinaukio 1",Kerava,,,Finland,60.381,25.1102
963,"PO Box 1661","San Antonio",Texas,,"United States",29.43,-98.49
965,"906 Washington Street",Oakland,California,,"United States",37.8016,-122.274
967,"Steenhuffeldorp 3",Steenhuffel,Brabant,,Belgium,50.9953,4.2835
972,,Munich,,,Germany,48.1391,11.5802
974,"33180 Cape Kiwanda Drive","Pacific City",Oregon,,"United States",45.2152,-123.97
975,"800 Vinial St.",Pittsburgh,Pennsylvania,,"United States",40.4569,-79.9915
976,"127 Elm St., Unit C",Milford,"New Hampshire",,"United States",42.8368,-71.6626
978,"14800 San Pedro Avenue","San Antonio",Texas,,"United States",29.5761,-98.4772
981,"2423 Amber St",Philadelphia,Pennsylvania,,"United States",39.9827,-75.1275
985,,Aberdeen,"North Carolina",,"United States",35.1315,-79.4295
988,,Skopje,,,"Macedonia, the Former Yugoslav Republic of",42.0038,21.4522
993,"Palackho 250",Pardubice,,,"Czech Republic",50.0355,15.762
998,"Nadrazni 84",Praha,,,"Czech Republic",50.0685,14.4067
999,"Promzona Parnas-4, 6 Proyezd, 9 Kvartal",Sankt-Peterburg,Sankt-Peterburg,,Russia,59.939,30.3158
1000,"5N404 Harvest Lane","St Charles",Illinois,,"United States",41.9455,-88.4507
1004,"830 Main Street",Pleasanton,California,,"United States",37.6645,-121.873
1005,"U Prazdroje 7",Plze,,,"Czech Republic",49.7466,13.3861
1009,"155 Mata Way Suite 104","San Marcos",California,,"United States",33.1406,-117.15
1012,"2730 NW 31st Avenue",Portland,Oregon,,"United States",45.5415,-122.713
1013,"56 Market Street",Portsmouth,"New Hampshire",,"United States",43.0781,-70.7575
1016,,Bromma,,,Sweden,60.4877,9.1885
1017,,Mossautal,Hessen,,Germany,49.6747,8.925
1018,"Rheydter-Strae 138",Korschenbroich,Nordrhein-Westfalen,,Germany,51.1833,6.4993
1019,"Franz-Brombach-Strae 1-20",Erding,Bayern,,Germany,48.3153,11.8911
1020,"Wielandstrae 14-16",Dsseldorf,Nordrhein-Westfalen,,Germany,51.2292,6.7925
1023,"Emil-Ott-Strasse 1-5",Kelheim,,,Germany,48.9175,11.8735
1027,"540 Main Street",Longmont,Colorado,,"United States",40.1688,-105.102
1029,"901 Gilman Street",Berkeley,California,,"United States",37.8806,-122.3
1029,"901 Gilman Street",Berkeley,California,,"United States",47.5917,-122.335
1030,"1201 First Avenue South",Seattle,Washington,,"United States",,
1031,"91 S Royal Brougham Way",Seattle,Washington,,"United States",47.5924,-122.334
1035,"7424 SW Beaverton-Hillsdale Hwy",Portland,Oregon,,"United States",45.4856,-122.754
1037,"Dresdener Strae 2",Radeberg,Sachsen,,Germany,51.1148,13.915
1038,"701 Galveston Ave",Fortworth,Texas,,"United States",32.7366,-97.3274
1043,"West Hewish",Weston-super-Mare,Somerset,,"United Kingdom",51.3723,-2.8773
1044,"231 San Saba Court",Blanco,Texas,,"United States",30.113,-98.4156
1045,,"Foothill Ranch",California,,"United States",33.6864,-117.66
1051,,Seattle,Washington,,"United States",47.6062,-122.332
1052,,Waukesha,Wisconsin,,"United States",43.0117,-88.2315
1055,"1214 East Cary St",Richmond,Virginia,,"United States",37.5356,-77.4338
1056,"6 Chapel Close","South Stoke",Oxford,,"United Kingdom",51.5462,-1.1355
1058,"80 LAMBERT LANE",Lambertville,"New Jersey",,"United States",40.3688,-74.9477
1061,"312 Center Rd",Monroeville,Pennsylvania,,"United States",40.4465,-79.7642
1062,"254 Wilkins Street",Morrisville,Vermont,,"United States",44.5693,-72.6034
1064,"1001 16th Street #A-100",Denver,Colorado,,"United States",39.7472,-104.995
1070,"880 West Castleton Road","Castle Rock",Colorado,,"United States",39.4091,-104.87
1072,"2320 SE OSU Drive",Newport,Oregon,,"United States",44.6202,-124.052
1075,"1520 SE Seventh Avenue",Portland,Oregon,,"United States",45.5118,-122.659
1081,"140 North Third Street",Chambersburg,Pennsylvania,,"United States",39.939,-77.6566
1084,"990 Antler Court","River Falls",Wisconsin,,"United States",44.8902,-92.6378
1086,"725 Fourth Street","Santa Rosa",California,,"United States",38.4418,-122.712
1087,,Barcelona,,,Spain,41.3879,2.1699
1089,"SKOL Breweries Limited",Bangalore,Karnataka,,India,12.9683,77.657
1090,"2713 El Paseo Lane",Sacramento,California,,"United States",38.6191,-121.4
1091,"2522 Fairway Park Drive",Houston,Texas,,"United States",29.8123,-95.4675
1092,"2100 Locust Street","Saint Louis",Missouri,,"United States",38.633,-90.21
1093,"1441 Savannah Ave Unit E","Tarpon Springs",Florida,,"United States",28.1646,-82.7717
1094,"Tallinna mnt.2",Saku,,,Estonia,59.3014,24.6679
1099,"High Street",Tadcaster,"North Yorkshire",,"United Kingdom",53.8834,-1.2625
1100,"10450-L Friars Road","San Diego",California,,"United States",32.7922,-117.099
1103,"320 Pierce St","Black River Falls",Wisconsin,,"United States",44.2929,-90.8511
1108,"35 Fire Place","Santa Fe","New Mexico",,"United States",35.5966,-106.052
1113,"180 Old Hume Hwy",Picton,NSW,,Australia,-34.1855,150.607
1115,"Eggenberg 1",Vorchdorf,,,Austria,47.9904,13.9238
1116,"Oberdorferstrae 9",Dornbirn,,,Austria,47.4097,9.7514
1117,"DarmstÃ¤dter Landstrasse 185",Frankfurt/Main,Hessen,,Germany,,
1120,"Wilhelm-Schussen-Strae 12","Bad Schussenried",Baden-Wrttemberg,,Germany,48.004,9.6584
1122,Gallowgate,Newcastle-upon-Tyne,Northumberland,,"United Kingdom",40.8918,-76.7975
1124,"1524 West Marine View Drive",Everett,Washington,,"United States",47.9975,-122.214
1125,"26 Front Street",Bangor,Maine,,"United States",44.7974,-68.77
1126,"519 Seabright Avenue #107","Santa Cruz",California,,"United States",36.9676,-122.008
1127,"1814 Second Street","Santa Fe","New Mexico",,"United States",35.6631,-105.966
1129,"777 East Olive Avenue",Fresno,California,,"United States",36.7582,-119.802
1136,"86 Newbury Street",Portland,Maine,,"United States",43.6619,-70.2489
1137,,"San Francisco",California,,"United States",37.7749,-122.419
1142,"1075 East 20th Street",Chico,California,,"United States",39.7246,-121.816
1148,"1300 Central Avenue",McKinleyville,California,,"United States",40.9491,-124.102
1149,"40 Van Dyke St",Brooklyn,"New York",,"United States",40.674,-74.0118
1150,"545 Turner Drive",Durango,Colorado,,"United States",,
1151,"404 South Third Street","Mount Vernon",Washington,,"United States",48.4192,-122.335
1155,"717 W. 3rd Ave",Anchorage,Alaska,,"United States",61.2196,-149.896
1158,"312 North Lewis Road",Royersford,Pennsylvania,,"United States",40.1943,-75.534
1160,"225 Heritage Ave",Portsmouth,"New Hampshire",,"United States",43.0325,-70.7948
1163,,Sonora,California,,"United States",37.9841,-120.382
1165,"1012 North California Street",Socorro,"New Mexico",,"United States",34.0701,-106.893
1166,"10426 East Jomax Road",Scottsdale,Arizona,,"United States",33.7268,-111.853
1168,"104 Mill St.","Fawn Grove",Pennsylvania,,"United States",39.7323,-76.4496
1169,"808 West Main Street",Ashland,Wisconsin,,"United States",46.5872,-90.8921
1170,"40 Bowden Square",Southampton,"New York",,"United States",40.8903,-72.3927
1172,"1207 N. FM 3083 E.",Conroe,Texas,,"United States",30.3489,-95.4427
1173,"2051A Stoneman Circle",Lakewood,"New York",,"United States",42.1008,-79.3357
1176,"Marsstrae 46-48",MÃ¼nchen,Bayern,,Germany,,
1177,"1195-A Evans Avenue","San Francisco",California,,"United States",37.7387,-122.381
1179,"603 East Brewery Street",Shiner,Texas,,"United States",29.426,-97.1607
1181,"701 West Glendale Avenue",Glendale,Wisconsin,,"United States",43.1,-87.9198
1182,"2519 Main St.",Conestoga,Pennsylvania,,"United States",39.9525,-76.3295
1184,,"St. John","Virgin Islands",,"United States",18.3368,-64.7281
1185,"St Peter's Hall",Bungay,Suffolk,,"United Kingdom",36.7282,-76.5836
1186,"63 Trevarthian Road","St. Austell",Cornwall,,"United Kingdom",50.3416,-4.7883
1187,,Kilkenny,,,Ireland,52.6538,-7.248
1191,"HofbrÃ¤uallee 1",MÃ¼nchen,Bayern,,Germany,,
1194,"255 Bremner Road",Toronto,ON,,Canada,43.6414,-79.3869
1195,"375 Water Street",Vancouver,"British Columbia",,Canada,49.2849,-123.11
1197,,Longview,Texas,,"United States",32.5007,-94.7405
1202,"KendlerstraÃŸe 1",Salzburg,,,Austria,47.8005,13.0444
1204,"1999 Citracado Parkway",Escondido,California,,"United States",33.1157,-117.12
1206,,Solon,Iowa,,"United States",41.8072,-91.4941
1211,"2800 North Reading Road",Adamstown,Pennsylvania,,"United States",40.2369,-76.072
1213,"Braidleigh Lodge 22 Shore Road",Killyleagh,"County Down",,Ireland,54.3906,-5.6548
1217,"Bblinger Strae 104",Stuttgart,Baden-Wrttemberg,,Germany,,
1218,"2001 Second Street",Davis,California,,"United States",38.5472,-121.726
1219,"281 Heinlein Strasse",Frankenmuth,Michigan,,"United States",43.3152,-83.7314
1220,"910 Montreal Circle","Saint Paul",Minnesota,,"United States",44.9139,-93.1396
1221,"4811 Dusharme Drive","Brooklyn Center",Minnesota,,"United States",45.0429,-93.3246
1223,"45980 Waterview Plaza",Sterling,Virginia,,"United States",39.0324,-77.4097
1224,"195 Ottley Drive",Atlanta,Georgia,,"United States",33.8087,-84.3813
1232,"6648 Reservoir Ln","San Diego",California,,"United States",32.7732,-117.055
1235,,"La Crosse",Wisconsin,,"United States",43.8014,-91.2396
1238,,"San Diego",California,,"United States",32.7153,-117.157
1242,"803 SE School Street",Enterprise,Oregon,,"United States",45.4192,-117.272
1243,"196 Alps Road",Athens,Georgia,,"United States",33.9459,-83.4105
1244,"23 South Main Street",Waterbury,Vermont,,"United States",44.3372,-72.756
1245,"420 Harrison Drive",Centerport,"New York",,"United States",40.8959,-73.3811
1246,"715 Dunn Way",Placentia,California,,"United States",33.8614,-117.88
1247,"357 Salmon Brook Street",Granby,Connecticut,,"United States",41.9658,-72.793
1248,"3525 Liberty Avenue",Pittsburgh,Pennsylvania,,"United States",40.4624,-79.9645
1250,"190 5th Street","Benton Harbor",Michigan,,"United States",42.1185,-86.4537
1251,"155 Mata Way Suite 104","San Marcos",California,,"United States",33.1406,-117.15
1254,"610 Third Street","Santa Rosa",California,,"United States",38.4398,-122.713
1255,"529 Grant St. Suite B",Akron,Ohio,,"United States",41.0689,-81.5172
1258,"16 Tobey Road",Bloomfield,Connecticut,,"United States",41.8087,-72.7108
1260,"9750 Indiana Parkway",Munster,Indiana,,"United States",41.5354,-87.5158
1262,"7401 North La Cholla Boulevard",Tucson,Arizona,,"United States",32.3407,-111.015
1268,"200 Dousman Street","Green Bay",Wisconsin,,"United States",44.52,-88.0173
1271,"1401 Miner Street","Idaho Springs",Colorado,,"United States",39.7418,-105.518
1273,,Westerlo,Antwerp,,Belgium,51.0873,4.9178
1274,"29 Nyrang Street",Sydney,"New South Wales",,Australia,-33.8501,151.045
1280,"279 Springfield Avenue","Berkeley Heights","New Jersey",,"United States",40.6892,-74.4349
1281,"Innerleithen EH44 6PW",Innerleithen,Scotland,,"United Kingdom",55.619,-3.0636
1285,"138 Nassau Street",Princeton,"New Jersey",,"United States",40.3507,-74.6583
1286,"800 Paxton Street",Harrisburg,Pennsylvania,,"United States",40.2559,-76.8715
1287,"35 Soi Prommit, Sukumvit 39",Bangkok,,,Thailand,13.7234,100.476
1290,"Schillerstrae 14",Nrnberg,Bayern,,Germany,49.4643,11.0847
1291,"State Highway 2",Mangatainoka,,,"New Zealand",,
1296,"104 North Lewis Street",Monroe,Washington,,"United States",47.8559,-121.971
1298,"30 Butterfield Road",Warrenville,Illinois,,"United States",41.8206,-88.2068
1301,"1025 Owen Street","Lake Mills",Wisconsin,,"United States",43.0862,-88.8967
1303,"Bergerstrae 1",Dsseldorf,Nordrhein-Westfalen,,Germany,51.225,6.7722
1304,"1722 South Fremont Drive (2375 West)","Salt Lake City",Utah,,"United States",40.7326,-111.954
1305,"102 South State Street",Ukiah,California,,"United States",39.1498,-123.208
1307,"80 Des Carrires",Chambly,Quebec,,Canada,45.4416,-73.2595
1308,,,,,Portugal,,
1312,"1/1 Vittal Mallya Road",Bangalore,,,India,12.9689,77.5946
1313,"350 West Eleventh Street",Bloomington,Indiana,,"United States",39.1733,-86.5369
1314,,Clinton,Iowa,,"United States",41.8445,-90.1887
1315,"17070 Wright Plaza",Omaha,Nebraska,,"United States",41.2331,-96.1811
1316,"514 South Eleventh Street",Omaha,Nebraska,,"United States",41.2553,-95.9306
1318,"1763 South 300 West","Salt Lake City",Utah,,"United States",40.7322,-111.9
1319,"Pramons gatv 12",Utena,,,Lithuania,,
1320,"1950 W. Fremont St.",Stockton,California,,"United States",37.9551,-121.322
1321,,Wayne,Pennsylvania,,"United States",40.0439,-75.3881
1322,,Ingelmunster,,,Belgium,50.9205,3.2541
1326,"420 Acorn Lane",Downingtown,Pennsylvania,,"United States",40.0061,-75.6942
1330,"215 1/5 Arch St.",Meadville,Pennsylvania,,"United States",41.6372,-80.1549
1331,"Kuli vart 7",Klaipda,,,Lithuania,,
1332,"175 State Road East",Westminster,Massachusetts,,"United States",42.5586,-71.8715
1333,"9322 State Route 414",Lodi,"New York",,"United States",42.5739,-76.8582
1336,"105 East State Street",Hastings,Michigan,,"United States",42.6488,-85.2875
1337,"Domring 4-10",Warstein,Nordrhein-Westfalen,,Germany,51.4416,8.3519
1344,"Florhofstrasse 13",Wdenswil,,,Switzerland,47.2311,8.6691
1346,,Berwyn,Illinois,,"United States",41.8506,-87.7937
1348,,,,,"United Kingdom",,
1349,"Bergstrae 4",Steinberg/Sachsen,Sachsen,,Germany,,
1350,,"Steinberg-WernesgrÃ¼n, Germany",,,Germany,,
1352,"905 Line Street",Easton,Pennsylvania,,"United States",40.6732,-75.2249
1356,"Porter Tun House",Luton,Bedford,,"United Kingdom",52.1357,-0.468
1357,"8149 Honeygo Blvd","White Marsh",Maryland,,"United States",39.3722,-76.4638
1361,"929 North Russell Street",Portland,Oregon,,"United States",45.5408,-122.676
1363,"4607 Wedgewood Blvd.",Fredrick,Maryland,,"United States",39.3628,-77.4265
1366,,"Clear Lake",Wisconsin,,"United States",45.2519,-92.2713
1367,"New Alloa Brewery",Alloa,Scotland,,"United Kingdom",56.1163,-3.7954
1373,Woodbastwick,Norwich,Norfolk,,"United Kingdom",52.6842,1.449
1375,"The Eagle Maltings",Witney,Oxford,,"United Kingdom",51.7523,-1.2558
1376,,,,,"United Kingdom",,
1379,"1634 18th Street",Denver,Colorado,,"United States",39.7535,-104.998
1380,,Yakima,Washington,,"United States",46.6021,-120.506
1383,"2439 Amber Street",Philadelphia,Pennsylvania,,"United States",39.9831,-75.1274
1385,"26 Osiers Road",London,,,England,51.4611,-0.1966
1388,"310 Mill Creek Avenue",Pottsville,Pennsylvania,,"United States",40.7,-76.1747
1391,"910 Division St",Nashville,Tennessee,,"United States",36.151,-86.7821
1392,,Malli,Sikkim,,India,,
1394,"209 Technology Park Lane","Fuquay Varina","North Carolina",,"United States",35.6197,-78.8085
1396,"555 North Mill Street",Aspen,Colorado,,"United States",,
1397,"8845 Quail Lane",Manhattan,KS,,"United States",,
1400,"619 10th St. South",Minneapolis,Minnesota,,"United States",,
1401,"550 Roseberry Street",Winnipeg,Manitoba,,Canada,,
1402,"114 Little York Rd",Warwick,NY,,"United States",,
1404,"2100 Locust Street","St. Louis",MO,,"United States",,
1405,"6 Verkhny per., d. 3","St. Petersburg",,,Russia,,
1409,"525 Short St.",Columbus,OH,,"United States",,
1410,"1812 Post Road",Plover,WI,,"United States",,
1411,"30 Bridge St","Millers Falls",MA,,"United States",,
1412,"Robert Cain Brewery",Liverpool,Merseyside,,"United Kingdom",,
1413,"125B Roberts St",Asheville,NC,,"United States",,
1416,"925 Cherry Street SE","Grand Rapids",MI,,"United States",,
1417,,Eugene,Or,,"United States",,
1419,"Niigata-ken Nishikanbara-gun",,,,Japan,,
1421,"3178-B Bladensburg Rd. NE",Washington,DC,,"United States",,
